id,label,proxy_score
128,0.0,14.3046875
129,0.0,14.390625
130,0.0,14.9453125
131,0.0,13.6328125
132,0.0,14.1015625
133,0.0,14.4296875
134,0.0,13.796875
135,0.0,14.3125
136,0.0,14.0703125
137,0.0,15.6484375
138,0.0,14.375
139,0.0,15.453125
140,0.0,14.4453125
141,0.0,14.78125
142,0.0,14.921875
143,0.0,14.953125
144,0.0,14.15625
145,0.0,13.9140625
146,0.0,14.7734375
147,0.0,14.078125
148,0.0,14.1875
149,0.0,14.484375
150,0.0,14.34375
151,0.0,13.984375
152,0.0,14.34375
153,0.0,14.0
154,0.0,13.9921875
155,0.0,14.375
156,0.0,14.2734375
157,0.0,13.6484375
158,0.0,14.2890625
159,0.0,13.8671875
160,0.0,14.484375
161,0.0,14.578125
162,0.0,13.7890625
163,0.0,14.6875
164,0.0,14.609375
165,0.0,14.4375
166,0.0,14.109375
167,0.0,13.40625
168,0.0,13.9765625
169,0.0,13.6953125
170,0.0,13.8984375
171,0.0,13.8125
172,0.0,13.296875
173,0.0,14.59375
174,0.0,14.6796875
175,0.0,14.03125
176,0.0,13.4609375
177,0.0,13.9609375
178,0.0,14.4609375
179,0.0,14.6953125
180,0.0,14.6015625
181,0.0,14.53125
182,0.0,14.296875
183,0.0,15.296875
184,0.0,15.28125
185,0.0,14.640625
186,0.0,14.359375
187,0.0,15.0234375
188,0.0,15.2109375
189,0.0,15.015625
190,0.0,14.4609375
191,0.0,13.9375
192,0.0,14.5703125
193,0.0,15.9296875
194,0.0,15.734375
195,0.0,16.0625
196,0.0,15.3984375
197,0.0,15.1328125
198,0.0,14.7265625
199,0.0,14.90625
200,0.0,14.6875
201,0.0,14.375
202,0.0,14.6796875
203,0.0,14.6484375
204,0.0,14.2890625
205,0.0,14.375
206,0.0,14.5859375
207,0.0,15.234375
208,0.0,14.46875
209,0.0,14.8359375
210,0.0,14.40625
211,0.0,15.375
212,0.0,14.921875
213,0.0,14.8359375
214,0.0,14.9453125
215,0.0,14.609375
216,0.0,15.015625
217,0.0,14.9453125
218,0.0,15.5859375
219,0.0,15.234375
220,0.0,14.3359375
221,0.0,14.578125
222,0.0,14.609375
223,0.0,15.3984375
224,0.0,16.484375
225,0.0,16.796875
226,0.0,16.21875
227,0.0,15.59375
228,0.0,16.28125
229,0.0,14.9921875
230,0.0,15.0078125
231,0.0,14.4140625
232,0.0,14.3125
233,0.0,14.859375
234,0.0,14.8203125
235,0.0,14.7109375
236,0.0,15.25
237,0.0,15.0078125
238,0.0,15.78125
239,0.0,15.875
240,0.0,15.796875
241,0.0,15.390625
242,0.0,14.5078125
243,0.0,14.453125
244,0.0,14.84375
245,0.0,14.96875
246,0.0,15.109375
247,0.0,14.53125
248,0.0,15.2734375
249,0.0,14.578125
250,0.0,15.328125
251,0.0,16.078125
252,0.0,15.046875
253,0.0,14.703125
254,0.0,14.3515625
255,0.0,14.390625
256,0.0,14.84375
257,0.0,15.4140625
258,0.0,15.296875
259,0.0,15.25
260,0.0,15.4453125
261,0.0,15.1953125
262,0.0,15.1484375
263,0.0,15.1484375
264,0.0,16.03125
265,0.0,15.578125
266,0.0,15.2890625
267,0.0,15.296875
268,0.0,15.2890625
269,0.0,15.65625
270,0.0,16.09375
271,0.0,16.453125
272,0.0,15.75
273,0.0,15.3515625
274,0.0,14.734375
275,0.0,14.359375
276,0.0,15.7265625
277,0.0,15.75
278,0.0,15.515625
279,0.0,15.1640625
280,0.0,15.671875
281,0.0,15.734375
282,0.0,15.5859375
283,0.0,15.359375
284,0.0,15.671875
285,0.0,19.234375
286,0.0,18.765625
287,0.0,19.375
288,0.0,19.875
289,0.0,18.859375
290,0.0,18.953125
291,0.0,18.78125
292,0.0,19.125
293,0.0,18.984375
294,0.0,18.71875
295,0.0,18.40625
296,0.0,18.8125
297,0.0,18.171875
298,0.0,18.0625
299,0.0,18.03125
300,0.0,19.96875
301,0.0,19.09375
302,0.0,18.90625
303,0.0,18.796875
304,0.0,18.5
305,0.0,18.78125
306,0.0,18.40625
307,0.0,18.4375
308,0.0,19.25
309,0.0,18.8125
310,0.0,18.171875
311,0.0,18.1875
312,0.0,18.640625
313,0.0,18.390625
314,0.0,18.890625
315,0.0,19.296875
316,0.0,18.734375
317,0.0,18.71875
318,0.0,18.203125
319,0.0,18.421875
320,0.0,18.234375
321,0.0,18.5625
322,0.0,18.640625
323,0.0,19.125
324,0.0,19.578125
325,0.0,19.296875
326,0.0,19.125
327,0.0,19.140625
328,0.0,19.015625
329,0.0,19.75
330,0.0,20.671875
331,0.0,19.421875
332,0.0,18.859375
333,0.0,18.6875
334,0.0,19.140625
335,0.0,19.28125
336,0.0,22.21875
337,0.0,20.015625
338,0.0,18.671875
339,0.0,19.078125
340,0.0,18.359375
341,0.0,18.5
342,0.0,18.703125
343,0.0,19.03125
344,0.0,19.375
345,0.0,19.359375
346,0.0,18.984375
347,0.0,19.484375
348,0.0,20.609375
349,0.0,19.578125
350,0.0,19.5625
351,0.0,19.890625
352,0.0,19.671875
353,0.0,19.9375
354,0.0,19.65625
355,0.0,19.59375
356,0.0,19.765625
357,0.0,20.59375
358,0.0,20.140625
359,0.0,20.046875
360,0.0,19.796875
361,0.0,19.765625
362,0.0,19.515625
363,0.0,19.265625
364,0.0,19.078125
365,0.0,19.453125
366,0.0,19.859375
367,0.0,19.65625
368,0.0,19.828125
369,0.0,19.859375
370,0.0,19.484375
371,0.0,19.46875
372,0.0,20.078125
373,0.0,20.703125
374,0.0,20.359375
375,0.0,20.8125
376,0.0,20.375
377,0.0,20.15625
378,0.0,20.09375
379,0.0,20.578125
380,0.0,19.953125
381,0.0,20.15625
382,0.0,19.515625
383,0.0,20.234375
384,0.0,20.828125
385,0.0,19.671875
386,0.0,20.578125
387,0.0,20.765625
388,0.0,20.46875
389,0.0,20.515625
390,0.0,20.546875
391,0.0,20.953125
392,0.0,20.84375
393,0.0,21.109375
394,0.0,20.71875
395,0.0,21.015625
396,0.0,21.015625
397,0.0,20.59375
398,0.0,20.046875
399,0.0,19.921875
400,0.0,19.09375
401,0.0,19.265625
402,0.0,18.96875
403,0.0,19.09375
404,0.0,19.265625
405,0.0,19.484375
406,0.0,19.484375
407,0.0,19.21875
408,0.0,21.234375
409,0.0,19.578125
410,0.0,19.515625
411,0.0,19.25
412,0.0,19.046875
413,0.0,18.96875
414,0.0,18.828125
415,0.0,19.671875
416,0.0,19.34375
417,0.0,19.625
418,0.0,19.421875
419,0.0,19.359375
420,0.0,19.5625
421,0.0,18.78125
422,0.0,19.109375
423,0.0,18.890625
424,0.0,19.203125
425,0.0,19.203125
426,0.0,19.25
427,0.0,19.1875
428,0.0,18.84375
429,0.0,18.421875
430,0.0,17.765625
431,0.0,18.6875
432,0.0,19.953125
433,0.0,19.140625
434,0.0,19.546875
435,0.0,16.890625
436,0.0,19.59375
437,0.0,18.921875
438,0.0,18.25
439,0.0,18.75
440,0.0,17.421875
441,0.0,17.71875
442,0.0,17.78125
443,0.0,18.1875
444,0.0,18.5
445,0.0,16.171875
446,0.0,15.6640625
447,0.0,16.4375
448,0.0,17.296875
449,0.0,16.65625
450,0.0,16.90625
451,0.0,16.96875
452,0.0,19.1875
453,0.0,17.078125
454,0.0,16.28125
455,0.0,15.8515625
456,0.0,16.765625
457,0.0,16.265625
458,0.0,15.0390625
459,0.0,15.9453125
460,0.0,15.6640625
461,0.0,15.03125
462,0.0,15.4609375
463,0.0,15.1953125
464,0.0,15.078125
465,0.0,15.09375
466,0.0,14.734375
467,0.0,14.765625
468,0.0,14.7890625
469,0.0,14.6171875
470,0.0,14.546875
471,0.0,15.4609375
472,0.0,14.6171875
473,0.0,14.8828125
474,0.0,14.4921875
475,0.0,14.5546875
476,0.0,14.125
477,0.0,14.125
478,0.0,14.25
479,0.0,14.5234375
480,0.0,14.1640625
481,0.0,13.5390625
482,0.0,13.484375
483,0.0,15.296875
484,0.0,15.2265625
485,0.0,15.25
486,0.0,15.21875
487,0.0,15.171875
488,0.0,15.15625
489,0.0,14.40625
490,0.0,14.7578125
491,0.0,14.8984375
492,0.0,15.1171875
493,0.0,15.3828125
494,0.0,15.828125
495,0.0,15.90625
496,0.0,15.2890625
497,0.0,15.3671875
498,0.0,15.0078125
499,0.0,15.09375
500,0.0,15.1953125
501,0.0,15.265625
502,0.0,15.3046875
503,0.0,15.640625
504,0.0,16.75
505,0.0,16.375
506,0.0,15.9375
507,0.0,16.09375
508,0.0,15.890625
509,0.0,15.640625
510,0.0,15.203125
511,0.0,17.171875
512,0.0,15.8671875
513,0.0,16.1875
514,0.0,16.296875
515,0.0,16.28125
516,0.0,16.0625
517,0.0,15.6015625
518,0.0,15.7734375
519,0.0,16.59375
520,0.0,16.3125
521,0.0,16.34375
522,0.0,16.8125
523,0.0,16.484375
524,0.0,16.828125
525,0.0,16.75
526,0.0,17.125
527,0.0,16.90625
528,0.0,17.375
529,0.0,17.0625
530,0.0,17.265625
531,0.0,16.71875
532,0.0,16.4375
533,0.0,16.65625
534,0.0,17.359375
535,0.0,17.109375
536,0.0,18.078125
537,0.0,17.6875
538,0.0,16.84375
539,0.0,16.921875
540,0.0,17.046875
541,0.0,17.0625
542,0.0,16.890625
543,0.0,17.5
544,0.0,16.796875
545,0.0,16.703125
546,0.0,16.828125
547,0.0,16.90625
548,0.0,16.90625
549,0.0,16.71875
550,0.0,17.234375
551,0.0,16.90625
552,0.0,17.0
553,0.0,16.21875
554,0.0,16.265625
555,0.0,17.234375
556,0.0,17.078125
557,0.0,16.78125
558,0.0,16.625
559,0.0,16.578125
560,0.0,16.671875
561,0.0,17.046875
562,0.0,16.8125
563,0.0,16.921875
564,0.0,16.640625
565,0.0,16.578125
566,0.0,16.6875
567,0.0,16.796875
568,0.0,16.71875
569,0.0,16.4375
570,0.0,16.140625
571,0.0,15.8359375
572,0.0,15.890625
573,0.0,15.6015625
574,0.0,15.53125
575,0.0,15.3203125
576,0.0,15.390625
577,0.0,15.2578125
578,0.0,15.4140625
579,0.0,15.8671875
580,0.0,15.4609375
581,0.0,15.4140625
582,0.0,15.453125
583,0.0,15.1796875
584,0.0,16.015625
585,0.0,16.578125
586,0.0,16.4375
587,0.0,16.71875
588,0.0,16.59375
589,0.0,16.6875
590,0.0,16.046875
591,0.0,16.015625
592,0.0,16.1875
593,0.0,16.234375
594,0.0,16.65625
595,0.0,16.546875
596,0.0,15.875
597,0.0,15.8515625
598,0.0,16.03125
599,0.0,15.9609375
600,0.0,15.3828125
601,0.0,15.359375
602,0.0,15.0546875
603,0.0,16.359375
604,0.0,16.015625
605,0.0,15.9609375
606,0.0,15.2109375
607,0.0,15.484375
608,0.0,15.6171875
609,0.0,15.265625
610,0.0,15.25
611,0.0,15.7734375
612,0.0,15.53125
613,0.0,16.203125
614,0.0,16.6875
615,0.0,16.0
616,0.0,15.234375
617,0.0,15.5078125
618,0.0,15.7109375
619,0.0,15.265625
620,0.0,15.203125
621,0.0,15.578125
622,0.0,15.2890625
623,0.0,15.46875
624,0.0,15.6015625
625,0.0,15.4765625
626,0.0,15.65625
627,0.0,15.8671875
628,0.0,15.3828125
629,0.0,15.171875
630,0.0,15.2578125
631,0.0,15.328125
632,0.0,15.15625
633,0.0,15.5078125
634,0.0,15.3359375
635,0.0,15.7734375
636,0.0,15.75
637,0.0,15.5078125
638,0.0,15.8671875
639,0.0,15.5859375
640,0.0,15.3984375
641,0.0,15.421875
642,0.0,15.3046875
643,0.0,15.328125
644,0.0,15.3359375
645,0.0,14.7265625
646,0.0,14.8046875
647,0.0,15.625
648,0.0,16.140625
649,0.0,16.546875
650,0.0,15.6875
651,0.0,15.5546875
652,0.0,14.921875
653,0.0,14.921875
654,0.0,15.5234375
655,0.0,15.140625
656,0.0,15.46875
657,0.0,15.359375
658,0.0,14.890625
659,0.0,15.21875
660,0.0,15.21875
661,0.0,15.78125
662,0.0,15.1796875
663,0.0,14.9296875
664,0.0,15.0703125
665,0.0,15.2578125
666,0.0,15.7734375
667,0.0,15.4609375
668,0.0,15.1171875
669,0.0,15.75
670,0.0,16.890625
671,0.0,15.890625
672,0.0,16.1875
673,0.0,16.671875
674,0.0,16.90625
675,0.0,16.75
676,0.0,17.453125
677,0.0,17.265625
678,0.0,16.46875
679,0.0,17.703125
680,0.0,17.6875
681,0.0,16.796875
682,0.0,17.53125
683,0.0,16.953125
684,0.0,16.671875
685,0.0,16.203125
686,0.0,15.8671875
687,0.0,16.0625
688,0.0,15.984375
689,0.0,15.765625
690,0.0,16.125
691,0.0,15.984375
692,0.0,15.8203125
693,0.0,15.8828125
694,0.0,15.46875
695,0.0,16.453125
696,0.0,15.5078125
697,0.0,15.9140625
698,0.0,15.4609375
699,0.0,16.0625
700,0.0,17.046875
701,0.0,15.4921875
702,0.0,15.5234375
703,0.0,14.984375
704,0.0,15.1015625
705,0.0,15.1953125
706,0.0,15.265625
707,0.0,15.59375
708,0.0,15.4609375
709,0.0,15.828125
710,0.0,15.0859375
711,0.0,16.09375
712,0.0,15.375
713,0.0,14.8828125
714,0.0,15.5390625
715,0.0,15.328125
716,0.0,16.6875
717,0.0,15.7265625
718,0.0,14.6640625
719,0.0,14.7421875
720,0.0,15.78125
721,0.0,15.3359375
722,0.0,14.8828125
723,0.0,15.984375
724,0.0,15.0
725,0.0,15.3984375
726,0.0,14.890625
727,0.0,14.953125
728,0.0,15.7421875
729,0.0,15.78125
730,0.0,15.8828125
731,0.0,15.421875
732,0.0,14.8515625
733,0.0,15.3125
734,0.0,15.59375
735,0.0,17.25
736,0.0,15.8984375
737,0.0,15.453125
738,0.0,15.3828125
739,0.0,15.3515625
740,0.0,15.4453125
741,0.0,14.9453125
742,0.0,15.609375
743,0.0,15.6796875
744,0.0,15.25
745,0.0,15.1484375
746,0.0,15.140625
747,0.0,15.40625
748,0.0,15.1796875
749,0.0,15.4375
750,0.0,16.40625
751,0.0,15.6484375
752,0.0,15.890625
753,0.0,16.1875
754,0.0,15.3984375
755,0.0,15.4375
756,0.0,15.6875
757,0.0,15.4375
758,0.0,15.1328125
759,0.0,15.8671875
760,0.0,15.9140625
761,0.0,15.484375
762,0.0,15.7421875
763,0.0,15.296875
764,0.0,15.640625
765,0.0,15.96875
766,0.0,16.359375
767,0.0,15.1875
768,0.0,15.1796875
769,0.0,15.4453125
770,0.0,14.9609375
771,0.0,16.78125
772,0.0,16.234375
773,0.0,16.140625
774,0.0,15.8984375
775,0.0,16.140625
776,0.0,16.34375
777,0.0,16.265625
778,0.0,16.03125
779,0.0,15.890625
780,0.0,15.3828125
781,0.0,15.5859375
782,0.0,15.609375
783,0.0,15.7421875
784,0.0,15.171875
785,0.0,15.875
786,0.0,16.28125
787,0.0,16.0625
788,0.0,15.765625
789,0.0,15.375
790,0.0,15.6953125
791,0.0,15.5859375
792,0.0,15.953125
793,0.0,15.171875
794,0.0,15.4765625
795,0.0,16.4375
796,0.0,15.6640625
797,0.0,15.5703125
798,0.0,15.546875
799,0.0,15.171875
800,0.0,15.03125
801,0.0,15.0078125
802,0.0,14.6640625
803,0.0,14.671875
804,0.0,15.4609375
805,0.0,15.03125
806,0.0,15.1796875
807,0.0,15.515625
808,0.0,15.0078125
809,0.0,15.078125
810,0.0,14.8515625
811,0.0,15.1484375
812,0.0,15.109375
813,0.0,14.78125
814,0.0,14.546875
815,0.0,14.84375
816,0.0,14.6640625
817,0.0,14.53125
818,0.0,14.9140625
819,0.0,15.515625
820,0.0,15.140625
821,0.0,15.2578125
822,0.0,14.5625
823,0.0,14.625
824,0.0,14.703125
825,0.0,14.9296875
826,0.0,15.2578125
827,0.0,15.140625
828,0.0,14.9765625
829,0.0,14.9140625
830,0.0,14.9609375
831,0.0,16.140625
832,0.0,15.140625
833,0.0,15.296875
834,0.0,15.3046875
835,0.0,15.359375
836,0.0,15.6875
837,0.0,15.3515625
838,0.0,16.1875
839,0.0,15.46875
840,0.0,17.375
841,0.0,16.1875
842,0.0,16.4375
843,0.0,16.5625
844,0.0,16.65625
845,0.0,17.5
846,0.0,17.171875
847,0.0,17.234375
848,0.0,17.078125
849,0.0,16.953125
850,0.0,16.65625
851,0.0,16.46875
852,0.0,16.671875
853,0.0,16.390625
854,0.0,16.265625
855,0.0,17.890625
856,0.0,16.921875
857,0.0,17.875
858,0.0,17.359375
859,0.0,17.328125
860,0.0,17.84375
861,0.0,16.859375
862,0.0,17.765625
863,0.0,16.328125
864,0.0,16.984375
865,0.0,15.5234375
866,0.0,16.34375
867,0.0,16.65625
868,0.0,17.296875
869,0.0,17.84375
870,0.0,16.140625
871,0.0,15.90625
872,0.0,16.640625
873,0.0,15.265625
874,0.0,15.2890625
875,0.0,15.609375
876,0.0,15.28125
877,0.0,15.9453125
878,0.0,15.8828125
879,0.0,15.9375
880,0.0,15.9453125
881,0.0,15.515625
882,0.0,15.5859375
883,0.0,15.765625
884,0.0,16.09375
885,0.0,17.765625
886,0.0,16.765625
887,0.0,16.25
888,0.0,16.65625
889,0.0,16.390625
890,0.0,16.765625
891,0.0,17.0
892,0.0,17.390625
893,0.0,17.84375
894,0.0,17.71875
895,0.0,16.765625
896,0.0,16.71875
897,0.0,15.703125
898,0.0,15.9296875
899,0.0,16.15625
900,0.0,16.71875
901,0.0,16.46875
902,0.0,16.171875
903,0.0,17.375
904,0.0,16.578125
905,0.0,16.546875
906,0.0,16.390625
907,0.0,16.265625
908,0.0,15.8515625
909,0.0,16.359375
910,0.0,16.484375
911,0.0,16.984375
912,0.0,17.1875
913,0.0,17.046875
914,0.0,16.890625
915,0.0,17.609375
916,0.0,16.90625
917,0.0,15.7265625
918,0.0,15.7890625
919,0.0,16.125
920,0.0,16.28125
921,0.0,16.546875
922,0.0,15.859375
923,0.0,17.609375
924,0.0,16.875
925,0.0,18.46875
926,0.0,16.25
927,0.0,17.265625
928,0.0,15.875
929,0.0,16.125
930,0.0,16.203125
931,0.0,16.640625
932,0.0,16.65625
933,0.0,16.328125
934,0.0,16.5625
935,0.0,16.3125
936,0.0,16.6875
937,0.0,16.40625
938,0.0,16.53125
939,0.0,17.5
940,0.0,16.796875
941,0.0,16.171875
942,0.0,16.0
943,0.0,15.515625
944,0.0,15.6328125
945,0.0,15.6328125
946,0.0,15.71875
947,0.0,15.734375
948,0.0,15.7890625
949,0.0,15.546875
950,0.0,15.6953125
951,0.0,17.0
952,0.0,16.890625
953,0.0,17.0625
954,0.0,16.859375
955,0.0,17.0
956,0.0,16.875
957,0.0,16.640625
958,0.0,16.515625
959,0.0,16.625
960,0.0,17.265625
961,0.0,17.078125
962,0.0,16.96875
963,0.0,16.9375
964,0.0,16.359375
965,0.0,16.25
966,0.0,16.21875
967,0.0,16.0625
968,0.0,15.7578125
969,0.0,15.7265625
970,0.0,16.046875
971,0.0,16.3125
972,0.0,16.34375
973,0.0,16.28125
974,0.0,16.15625
975,0.0,16.984375
976,0.0,16.78125
977,0.0,16.6875
978,0.0,16.765625
979,0.0,16.890625
980,0.0,16.359375
981,0.0,16.484375
982,0.0,16.515625
983,0.0,16.25
984,0.0,16.40625
985,0.0,15.9765625
986,0.0,16.109375
987,0.0,15.4140625
988,0.0,14.9296875
989,0.0,15.0859375
990,0.0,14.7890625
991,0.0,14.9140625
992,0.0,15.0078125
993,0.0,15.28125
994,0.0,14.8828125
995,0.0,15.28125
996,0.0,15.4609375
997,0.0,15.7734375
998,0.0,15.953125
999,0.0,16.609375
1000,0.0,15.640625
1001,0.0,15.8828125
1002,0.0,15.703125
1003,0.0,16.140625
1004,0.0,16.234375
1005,0.0,16.515625
1006,0.0,16.390625
1007,0.0,16.5625
1008,0.0,16.625
1009,0.0,17.0
1010,0.0,17.09375
1011,0.0,16.96875
1012,0.0,16.53125
1013,0.0,16.71875
1014,0.0,16.984375
1015,0.0,16.421875
1016,0.0,16.09375
1017,0.0,16.65625
1018,0.0,16.78125
1019,0.0,16.25
1020,0.0,15.625
1021,0.0,15.5234375
1022,0.0,15.5625
1023,0.0,15.2578125
1024,0.0,15.328125
1025,0.0,15.4609375
1026,0.0,15.0546875
1027,0.0,16.078125
1028,0.0,16.15625
1029,0.0,16.265625
1030,0.0,15.8828125
1031,0.0,15.578125
1032,0.0,15.640625
1033,0.0,15.7265625
1034,0.0,15.6796875
1035,0.0,16.75
1036,0.0,16.34375
1037,0.0,16.640625
1038,0.0,16.453125
1039,0.0,16.671875
1040,0.0,16.171875
1041,0.0,16.28125
1042,0.0,16.015625
1043,0.0,15.625
1044,0.0,16.140625
1045,0.0,16.5625
1046,0.0,17.03125
1047,0.0,16.359375
1048,0.0,15.796875
1049,0.0,15.9140625
1050,0.0,16.375
1051,0.0,16.703125
1052,0.0,16.46875
1053,0.0,16.265625
1054,0.0,16.296875
1055,0.0,16.0
1056,0.0,15.8828125
1057,0.0,16.28125
1058,0.0,16.4375
1059,0.0,16.828125
1060,0.0,16.703125
1061,0.0,16.1875
1062,0.0,15.8515625
1063,0.0,15.5703125
1064,0.0,15.75
1065,0.0,16.171875
1066,0.0,16.703125
1067,0.0,16.859375
1068,0.0,16.609375
1069,0.0,16.4375
1070,0.0,16.328125
1071,0.0,16.484375
1072,0.0,15.890625
1073,0.0,16.125
1074,0.0,16.15625
1075,0.0,16.5
1076,0.0,16.328125
1077,0.0,16.796875
1078,0.0,16.875
1079,0.0,17.234375
1080,0.0,16.78125
1081,0.0,16.484375
1082,0.0,16.609375
1083,0.0,17.21875
1084,0.0,16.359375
1085,0.0,15.953125
1086,0.0,16.265625
1087,0.0,17.140625
1088,0.0,16.890625
1089,0.0,16.65625
1090,0.0,16.375
1091,0.0,16.375
1092,0.0,15.8125
1093,0.0,16.015625
1094,0.0,16.125
1095,0.0,16.453125
1096,0.0,16.015625
1097,0.0,16.015625
1098,0.0,16.03125
1099,0.0,16.28125
1100,0.0,16.046875
1101,0.0,15.7265625
1102,0.0,15.4921875
1103,0.0,15.7421875
1104,0.0,16.21875
1105,0.0,16.3125
1106,0.0,16.640625
1107,0.0,17.265625
1108,0.0,16.5625
1109,0.0,16.625
1110,0.0,16.5625
1111,0.0,16.40625
1112,0.0,16.5
1113,0.0,16.453125
1114,0.0,16.09375
1115,0.0,16.421875
1116,0.0,15.9921875
1117,0.0,16.421875
1118,0.0,16.734375
1119,0.0,17.046875
1120,0.0,16.640625
1121,0.0,16.390625
1122,0.0,16.96875
1123,0.0,16.8125
1124,0.0,16.84375
1125,0.0,16.671875
1126,0.0,16.734375
1127,0.0,17.09375
1128,0.0,16.9375
1129,0.0,16.921875
1130,0.0,16.984375
1131,0.0,16.859375
1132,0.0,16.59375
1133,0.0,16.765625
1134,0.0,17.03125
1135,0.0,17.3125
1136,0.0,16.6875
1137,0.0,16.8125
1138,0.0,17.140625
1139,0.0,17.328125
1140,0.0,17.15625
1141,0.0,16.9375
1142,0.0,16.90625
1143,0.0,16.75
1144,0.0,15.7734375
1145,0.0,15.6953125
1146,0.0,16.265625
1147,0.0,16.546875
1148,0.0,16.296875
1149,0.0,16.046875
1150,0.0,15.96875
1151,0.0,15.53125
1152,0.0,15.5
1153,0.0,15.5546875
1154,0.0,15.96875
1155,0.0,16.8125
1156,0.0,15.96875
1157,0.0,15.84375
1158,0.0,15.7421875
1159,0.0,15.6328125
1160,0.0,15.6015625
1161,0.0,15.5546875
1162,0.0,15.546875
1163,0.0,15.59375
1164,0.0,15.5625
1165,0.0,15.7890625
1166,0.0,16.140625
1167,0.0,18.703125
1168,0.0,17.953125
1169,0.0,17.5
1170,0.0,17.296875
1171,0.0,17.234375
1172,0.0,17.015625
1173,0.0,17.09375
1174,0.0,17.390625
1175,0.0,17.09375
1176,0.0,17.171875
1177,0.0,16.890625
1178,0.0,16.90625
1179,0.0,17.671875
1180,0.0,17.0625
1181,0.0,17.125
1182,0.0,17.09375
1183,0.0,17.578125
1184,0.0,17.578125
1185,0.0,17.84375
1186,0.0,17.96875
1187,0.0,17.953125
1188,0.0,17.78125
1189,0.0,17.71875
1190,0.0,18.140625
1191,0.0,19.421875
1192,0.0,18.421875
1193,0.0,18.4375
1194,0.0,18.078125
1195,0.0,18.0625
1196,0.0,18.125
1197,0.0,17.671875
1198,0.0,17.78125
1199,0.0,17.609375
1200,0.0,17.65625
1201,0.0,17.8125
1202,0.0,17.859375
1203,0.0,19.3125
1204,0.0,18.671875
1205,0.0,17.953125
1206,0.0,18.0
1207,0.0,17.671875
1208,0.0,17.484375
1209,0.0,17.390625
1210,0.0,17.25
1211,0.0,17.296875
1212,0.0,17.15625
1213,0.0,17.578125
1214,0.0,17.671875
1215,0.0,18.5625
1216,0.0,18.140625
1217,0.0,17.859375
1218,0.0,17.96875
1219,0.0,17.859375
1220,0.0,17.375
1221,0.0,17.890625
1222,0.0,17.78125
1223,0.0,17.90625
1224,0.0,17.859375
1225,0.0,17.8125
1226,0.0,17.78125
1227,0.0,18.578125
1228,0.0,18.171875
1229,0.0,18.171875
1230,0.0,17.53125
1231,0.0,17.515625
1232,0.0,17.328125
1233,0.0,17.1875
